cat,author,permlink,author_reputation,rep_group,created,day,percent,total_payout_value
PSK,vp-magic-india,neistovaya-arundati-roi-bog-melochei-na-literaturnom-olimpe,77.33891481835423,70+,2018-02-01T04:33:36Z,1,2.054301650920559,3678.783
Независимые авторы,habreplicator,perevod-ot-prototipa-do-proizvodstva-na-kickstarter-100-000-dollarov-ne-khvatit-347984,67.51336840599731,65-70,2018-02-01T04:38:27Z,1,0.0,0.0
Независимые авторы,dmitriybit,proekt-vimarket,44.20276697009375,25-20,2018-02-01T04:42:39Z,1,0.0,0.0
Независимые авторы,djimirji,kiberpoliciya-ukrainy-za-legalizaciyu-kriptovalyut,20.2094711067369,0-25,2018-02-01T04:43:15Z,1,0.0,0.0
PSK,rblogger,kapitan-amerika-podstavil-cheloveka-muravya,75.11658851952112,70+,2018-02-01T04:46:45Z,1,0.15429056072285308,276.29900000000004
Независимые авторы,icex,btcusd-zatukhayushie-kolebaniya-chto-dalshe,41.80268452174646,25-20,2018-02-01T04:48:39Z,1,0.0,0.0
Независимые авторы,airdrop,airdrop-mytrillhub,42.61254974923725,25-20,2018-02-01T04:50:18Z,1,3.127145375292625e-05,0.055999999999999994
Независимые авторы,mashaseva20,prostitutki-za-bitkoin,22.336948123058278,0-25,2018-02-01T04:50:36Z,1,0.0,0.0
Независимые авторы,maksimiron,zatmenie,18.077608272816022,0-25,2018-02-01T04:51:03Z,1,0.0,0.0
Независимые авторы,markvial,4kwqty-fevral,65.00792080856155,65-70,2018-02-01T04:55:24Z,1,0.00035794646170760226,0.6409999999999999
Апвот 50-50,vjazhi,korotkii-sviter-oversaiz-s-krasivoi-koketkoi-spicami,46.63446482435533,25-20,2018-02-01T04:56:03Z,1,0.0,0.0
Независимые авторы,natalarudak,poleznye-rafaello,17.232705129293432,0-25,2018-02-01T04:56:57Z,1,0.0,0.0
Независимые авторы,cryptics,prognozy-kursov-kriptovalyut-01-02-2018,45.515705653474924,25-20,2018-02-01T04:57:18Z,1,0.0,0.0
Независимые авторы,cryptoznaniya,poluchite-besplatno-tokeny-v-ico-suchapp-l-airdrop,34.73808251087738,25-20,2018-02-01T05:02:06Z,1,0.0,0.0
Независимые авторы,natalarudak,poleznye-tykvennye-konfetki,13.238064060314912,0-25,2018-02-01T05:03:45Z,1,0.0,0.0
Независимые авторы,nelasova,zabyvaiu-dyshat-,68.91243842063845,65-70,2018-02-01T05:04:39Z,1,0.008364555460090756,14.979000000000001
Независимые авторы,gosha59,bitkoin-lokhotron-gde-dno-sovet-novichku,22.344441935944122,0-25,2018-02-01T05:10:00Z,1,0.0,0.0
Апвот 50-50,lar23,koridor-zatmenij-vremya-dlya-izmeneniya-sudby-02-01,50.37873372535307,50-60,2018-02-01T05:12:51Z,1,0.003897763342775451,6.98
Апвот 50-50,billibong,proksi-servis-dlya-brauzera-tor-voroval-u-polzovatelej-bitkoiny-01-31,62.50448513238122,60-65,2018-02-01T05:14:45Z,1,0.0,0.0
Независимые авторы,artemgukasov,ezhednevnaya-fotopremiya-golosa-peizazh,52.84747542978698,50-60,2018-02-01T05:15:45Z,1,0.0023799809981244944,4.262
Независимые авторы,maining-info,facebook-i-instagram-zapreshayut-reklamu-ico-i-kriptovalyut,16.67307487716071,0-25,2018-02-01T05:16:36Z,1,0.0,0.0
Независимые авторы,novichek,davaite-poznakomimsya-vash-novyi-drug-kitenok-dzho,40.26700513152314,25-20,2018-02-01T05:17:18Z,1,0.00021164073164926876,0.379
PSK,chaos.legion,cc-tekhnologii-iskusstvennyi-intellekt-dlya-gurmanov,74.24761260211888,70+,2018-02-01T05:19:51Z,1,2.6644121809906864,4771.351
Независимые авторы,t3ran13,alternativnyi-top-golosa-31-01-2018-gmt-luchshie-stati-nachinayushikh-blogerov,78.16579612259255,70+,2018-02-01T05:20:39Z,1,0.006164385321045588,11.039000000000001
Независимые авторы,lyka917,zeto-vremya-vsedostupnosti,21.904326195996635,0-25,2018-02-01T05:22:00Z,1,0.0,0.0
Независимые авторы,mashaseva20,problemy-sovremennoi-mediciny,22.50844602543019,0-25,2018-02-01T05:23:09Z,1,0.0,0.0
Апвот 50-50,massatela,2018-2-1t12-23-12,63.184678928266166,60-65,2018-02-01T05:23:12Z,1,0.00032723342677169255,0.586
Независимые авторы,ksu-krimea,sevastopol-vot-i-zakonchilas-zima,36.71057439780659,25-20,2018-02-01T05:24:33Z,1,0.0,0.0
Независимые авторы,alternativa,xxi-vek-5-letnie-traktoristy,44.75832759556244,25-20,2018-02-01T05:25:39Z,1,0.0,0.0
Независимые авторы,natalarudak,tvorozhnaya-zapekanka-zebra,17.47798485475476,0-25,2018-02-01T05:29:36Z,1,0.0,0.0
Независимые авторы,aristotel,ya-tebya-lyublyu,28.60897661680724,25-20,2018-02-01T05:30:15Z,1,0.0,0.0
Независимые авторы,vpervye1,pushistyi-issus,66.39524117121579,65-70,2018-02-01T05:30:18Z,1,7.315286502916678e-05,0.131
Независимые авторы,belbiz,old-money-vs-new-money-inostrannyi-investor-o-davose-izmeneniyakh-v-mirovoi-ekonomike-i-pochemu-belarusi-stoit-zaprygnut-v-etot,33.63439475775821,25-20,2018-02-01T05:32:48Z,1,0.0,0.0
Апвот 50-50,alexandergolos,line-corporation-anonsirovala-novuyu-platformu-dlya-obmena-kriptovalyut,58.74304771889444,50-60,2018-01-31T07:11:24Z,31,0.0,0.0
Независимые авторы,vasia-vasia,vsem-privet-ocenite-foto,40.496008177507484,25-20,2018-01-31T07:16:54Z,31,0.0002246840658931619,0.375
Независимые авторы,gabecker,ico-bobsrepair,46.272948713981,25-20,2018-01-31T07:17:21Z,31,0.0,0.0
Golosmedia,econmag,foodinmuseums,80.50478358434961,70+,2018-01-31T07:20:03Z,31,0.13367383774123226,223.10299999999998
Независимые авторы,kuklakatya,chto-takoe-lyubit,25.903625348314172,25-20,2018-01-31T07:20:12Z,31,0.0,0.0
Апвот 50-50,akva22,2018-1-31t14-21-48,46.78704384394706,25-20,2018-01-31T07:22:12Z,31,4.0742710615293365e-05,0.068
Независимые авторы,pioner777888,mne-uzhe-nemnogo-nadoel-etot-bespredel-kulturagolosa,77.59924695242108,70+,2018-01-31T07:22:21Z,31,0.004944846922176707,8.253
Независимые авторы,lubuschka,puteshestvie-v-neizvestnost-v-biblioteke-01-31,64.64142069557602,60-65,2018-01-31T07:27:09Z,31,0.000456558021894905,0.762
Независимые авторы,papuzha,pochemu-ya-lyublyu-ezdit-na-velosipede,33.55300168586527,25-20,2018-01-31T07:32:57Z,31,0.0,0.0
Vox Populi,poesie,premera-golosa-povest-yuriya-moskalenko-korol-naiden-myortvym-chast-19-ya,76.4518859618679,70+,2018-01-31T07:40:24Z,31,0.22524427816412218,375.935
Vox Populi,istfak,knigi-dekabristov-i-naselenie-rastashili-i-istrebili-na-papirosy-propili,76.45017673622945,70+,2018-01-31T07:41:42Z,31,0.049539541163142436,82.682
Независимые авторы,natali89zl,diwtoken-ico-platforma-dlya-khraneniya-cifrovykh-dannykh,37.952040593502424,25-20,2018-01-31T07:42:45Z,31,0.0,0.0
Апвот 50-50,bitclabnetwork,bitclubnetwork-biznes-za-100-dollarov,61.277034844764316,60-65,2018-01-31T07:44:03Z,31,0.0,0.0
Независимые авторы,pavel.didkovsky,kakaya-svyazx-mezhdu-bitmain-i-mmm-mavrodi,60.649444143593215,60-65,2018-01-31T07:50:06Z,31,0.0019071183513011583,3.1830000000000003
Независимые авторы,daine,puteshestvie-po-krymu-v-dekabre-v-foto,20.409799670373545,0-25,2018-01-31T07:53:18Z,31,0.0,0.0
Независимые авторы,lubuschka,puteshestvie-v-neizvestnost-i-snova-v-put-01-31,64.68310389151867,60-65,2018-01-31T07:58:21Z,31,0.0004847184248201813,0.809
Независимые авторы,soldat666,hlsn9-motocikly-zhizn-i-uvlechenie,44.16352567010734,25-20,2018-01-31T08:05:33Z,31,5.691996335960102e-05,0.095
Независимые авторы,hsd77,doroga-v-leto--2018-01-31-13-07-29,26.039186917345056,25-20,2018-01-31T08:08:15Z,31,0.0,0.0
Независимые авторы,mirvokrug,obnaruzheno-zhivotnoe-kotoromu-neizvestna-starost,34.977387762776324,25-20,2018-01-31T08:11:24Z,31,0.0,0.0
Независимые авторы,diimazavr,better-betting-revolyucionnaya-platforma-dlya-stavok-na-sportivnye-sobytiya-ico-live,59.02092057324603,50-60,2018-01-31T08:13:06Z,31,0.0,0.0
Независимые авторы,andu1974,u-nas-lunnoe-zatmenie,56.37828082951766,50-60,2018-01-31T08:14:48Z,31,4.973007325101984e-05,0.083
Независимые авторы,serrrr,52avph-kurilskie-ostrova,46.47853379147296,25-20,2018-01-31T08:15:42Z,31,0.0,0.0
Апвот 50-50,tatianavishny,31-yanvarya-den-rozhdeniya-russkoi-vodki,43.53230142248107,25-20,2018-01-31T08:16:18Z,31,0.0,0.0
Golosmedia,befinfo,economy3101,69.98130839060606,65-70,2018-01-31T08:20:03Z,31,0.1046093061348019,174.59400000000002
Независимые авторы,mollyx,muzhchiny-ili-malchiki,19.965281719029285,0-25,2018-01-31T08:27:57Z,31,0.0,0.0
Независимые авторы,jora,daktiloskopicheskii-skaner-lenovo-mozhno-obmanut-s-pomoshyu-zhestko-zakodirovannogo-parolya,26.741589785280603,25-20,2018-01-31T08:28:15Z,31,0.0,0.0
Независимые авторы,kinopb,manyame-na-golose-shkola-mertvecov,31.87828013283439,25-20,2018-01-31T08:28:30Z,31,0.0,0.0
Независимые авторы,coinduck,razrabotchik-clean-master-sozdal-koshelek-dlya-kriptovalyut,47.07801427189047,25-20,2018-01-31T08:34:36Z,31,0.0,0.0
Независимые авторы,cepera,airdrop-kriptovalyuty-ebcoin-ebc,64.02385979922502,60-65,2018-01-31T08:38:00Z,31,4.973007325101984e-05,0.083
Независимые авторы,anshar,namibiya-2017-mertvaya-dolina-5,60.17630873499203,60-65,2018-01-31T08:39:18Z,31,0.0025727823438539657,4.294
Независимые авторы,sergeypyshkin,cibus-bounty-program,33.39347149267934,25-20,2018-01-31T08:40:00Z,31,0.0,0.0
Независимые авторы,lordstein,babb-baunti-kampaniya-or-ico,42.17283125207956,25-20,2018-01-31T08:40:18Z,31,0.0,0.0
Независимые авторы,poimalotpysti,krupnaya-frakciya-v-fidernoi-lovle,26.50888751077006,25-20,2018-01-31T08:40:45Z,31,0.0,0.0
Независимые авторы,hodlweek,bitguide-chto-takoe-lightning-network,55.65776994927128,50-60,2018-01-31T08:43:12Z,31,0.0,0.0
Независимые авторы,ubiquicoin,ubiquicoin-pervaya-kriptovalyuta-obespechennaya-realnymi-aktivami,22.244701663037908,0-25,2018-01-31T08:51:24Z,31,0.0,0.0
Независимые авторы,ufa102,bukhoi-goroskop-na-kazhduyu-pyatnicu,19.196669015781858,0-25,2018-01-31T08:51:39Z,31,0.0,0.0
Независимые авторы,askdust,5-kriptovalyut-s-nizkim-riskom-na-2018,20.034287845980714,0-25,2018-01-31T09:01:27Z,31,0.0,0.0
Независимые авторы,brookbond,spasenie-odnogo-akvariuma,20.297636471725752,0-25,2018-01-31T09:07:00Z,31,0.0,0.0
Независимые авторы,sharpay,bolee-100-saitov-so-vsego-mira-ustanovili-knopki-sharpay-or-more-than-100-sites-from-around-the-world-have-already-installed-the,53.84735420671642,50-60,2018-01-31T09:10:06Z,31,2.9358717943373157e-05,0.049
Независимые авторы,carbonado,vizualnoe-predstavlenie-rynochnoi-kapitalizacii-i-cenovogo-dvizheniya-s-pomoshyu-cryptomaps,28.459558902721806,25-20,2018-01-31T09:13:00Z,31,0.0,0.0
Независимые авторы,viromiro,reiting-luchshie-strany-mira-kulinarno-istoricheskii-aspekt,66.92769011757463,65-70,2018-01-31T09:19:54Z,31,0.00025643941387272875,0.428
Независимые авторы,sergeydubov,omni-khoroshii-potencial-v-kratkosrochnoi-i-srednesrochnoi-perspektive,46.466526158659654,25-20,2018-01-31T09:25:33Z,31,0.0,0.0
Независимые авторы,golos.loto,5x36-golos-lottery-1458-7942,80.29125215285934,70+,2018-01-31T09:40:06Z,31,0.0170214656745569,28.409000000000002
Апвот 50-50,poimalotpysti,reka-narva-taktika-s-pristavkoi-ekstra,26.50762061194196,25-20,2018-01-31T09:41:33Z,31,0.0,0.0
Независимые авторы,sergeydubov,xvc-khoroshii-potencial-v-srednesrochnoi-perspektive,46.467871976343176,25-20,2018-01-31T09:41:48Z,31,0.0,0.0
Независимые авторы,rustamr22,kogda-spalilsya-pered-batei,20.341098601850412,0-25,2018-01-31T09:43:18Z,31,0.0,0.0
Независимые авторы,kostyantin,bud-v-chisle-pervykh-i-zarabotai-khoroshii-profit-s-bminers,34.07276652772116,25-20,2018-01-31T09:45:03Z,31,0.0,0.0
Независимые авторы,arturio777,nemnogo-o-budushem-ili-chestnoe-pionerskoe,61.19425617025644,60-65,2018-01-31T09:48:06Z,31,0.0,0.0
Независимые авторы,marinabogumil,chetyre-sestrichki,67.2186245902599,65-70,2018-01-31T09:48:48Z,31,0.0034930882777523572,5.83
Независимые авторы,avegigs,obo-vsem-po-ne-mnogu-rynok-i-ripple,50.40306247103737,50-60,2018-01-31T09:57:27Z,31,0.0,0.0
Независимые авторы,dima-1990,akhineya-rossiiskikh-smi,27.944055734211492,25-20,2018-01-31T09:59:03Z,31,0.0,0.0
Независимые авторы,ann09k,pershe-zimove-foto,52.66750650625646,50-60,2018-01-31T09:59:54Z,31,0.0,0.0
Независимые авторы,asaf,idealisty-vs-realisty,58.67649909965486,50-60,2018-01-31T10:03:09Z,31,0.0,0.0
Апвот 50-50,alexandergolos,xkrt4-glava-bittrex-rasskazal-kak-otbirayutsya-tokeny-dlya-listinga-i-delistinga,58.743820849089985,50-60,2018-01-31T10:06:12Z,31,0.0,0.0
Независимые авторы,sergeydubov,pochemu-ton-potesnit-servisy-oblachnogo-khranilisha-dannykh,46.46922220081123,25-20,2018-01-31T10:12:15Z,31,0.0,0.0
Vox Populi,vp-papamama,angliijskiij-s-malyshom,73.53138462762908,70+,2018-01-31T10:21:57Z,31,0.04450002735453608,74.271
Независимые авторы,frostpik,5erv2z-3-tri-svezhikh-airodropa-cherez-aktivaciyu-v-telegram,45.11056501797837,25-20,2018-01-31T10:31:33Z,31,0.0,0.0
Независимые авторы,glukovarenikk,legendarnyi-tretii-zal-moskva-slezam-ne-verit,55.50954061049525,50-60,2018-01-31T10:31:48Z,31,0.0,0.0
Vox Populi,vp-golos-brand,odezhda-kotoruyu-muzhchiny-ne-khotyat-videt-na-zhenshine,70.27864114210695,70+,2018-01-31T10:35:51Z,31,0.040761883655582906,68.032
Независимые авторы,superrat,po-povodu-zlostnykh-shpionov-na-moem-telefone,54.92594711460602,50-60,2018-01-31T10:37:15Z,31,0.0,0.0
Vox Populi,vp-pravogolosa,v-pomosh-blogeram-golosa-deistviya-i-svedeniya-porochashie-delovuyu-reputaciyu,72.65291461948274,70+,2018-01-31T10:42:36Z,31,0.05021419251833096,83.80799999999999
Vox Populi,vp-postroi-ka,vash-landshaft-chtoby-dostich-vsego-mechtaite-o-nedostizhimom,69.35788013723453,65-70,2018-01-31T10:43:12Z,31,0.01694057941083536,28.274
Vox Populi,poesie,muzyka-golosa-v-nashei-muzykalnoi-gostinoi-natalya-galcova-debra-harpist,76.46642037398482,70+,2018-01-31T10:46:51Z,31,0.16457898121545944,274.684
Независимые авторы,cryptorelax,stellar-lumens-xlm,21.197331459147755,0-25,2018-01-31T10:51:57Z,31,0.0,0.0
Независимые авторы,natali89zl,obzor-ico-syncfab,41.7239696687671,25-20,2018-01-31T10:55:00Z,31,0.0,0.0
Независимые авторы,rustamr22,monero-mozhet-vzlomat-lyubuyu-sistemu,22.666411845913238,0-25,2018-01-31T10:55:12Z,31,0.0,0.0
Независимые авторы,aimer1337,cardstack-opytnyi-sloi-decentralizovannogo-mira,55.19836172144933,50-60,2018-01-31T10:58:42Z,31,0.0,0.0
Независимые авторы,djimirji,v-aeroportu-borispol-tamozhenniki-razoblachili-nezakonnyi-vvoz-na-territoriyu-ukrainy-partiyu-asikov,42.758276495876515,25-20,2018-01-31T10:59:27Z,31,0.0,0.0
Независимые авторы,ziablenkobohdan,milliardy-za-ideyu-proekt-sia,19.874915449919445,0-25,2018-01-31T11:01:30Z,31,0.0,0.0
Vox Populi,vp-freelance,istoriya-shveinogo-frilansa-ot-katyakharchuk,69.89736325500775,65-70,2018-01-31T11:01:57Z,31,0.010950801792878186,18.277
Независимые авторы,d0z4t0r,skaijp-ne-prekrashchaet-udivlyatx-ili-bolxshe-skaijpov-khoroshikh-i-raznykh,54.9839513646546,50-60,2018-01-31T11:05:12Z,31,4.6135128196729245e-05,0.077
Независимые авторы,agafonchikov,panika-ne-ne-slyshali,19.89354740748154,0-25,2018-02-01T05:34:24Z,1,0.0,0.0
Независимые авторы,fl4sh1k,prilozheniya-telegram-i-telegram-x-propali-iz-app-store-bez-obyasneniya-prichin,17.80787132321199,0-25,2018-02-01T05:34:30Z,1,0.0,0.0
Независимые авторы,habreplicator,razrabotka-draivera-pci-ustroistva-pod-linux-348042,67.51366824027102,65-70,2018-02-01T05:39:27Z,1,0.0,0.0
Независимые авторы,boliwar,ya-ne-alkash-i-ne-pyanica-ya,45.75257054046264,25-20,2018-02-01T05:42:03Z,1,0.0,0.0
Независимые авторы,mariya-lorenz,ekspressiya,63.54304847146051,60-65,2018-02-01T05:43:45Z,1,0.0022197147976407475,3.975
Независимые авторы,vitekius,putin-vor,0.0,0-25,2018-02-01T05:49:45Z,1,0.0,0.0
Независимые авторы,danibehram,eto-teper-dlya-bitcion-9590-45usd,39.988893409289645,25-20,2018-02-01T05:55:03Z,1,0.0,0.0
Независимые авторы,coinduck,5-kriptovalyut-kotorye-vyrastut,47.084303818454416,25-20,2018-02-01T05:56:03Z,1,0.0,0.0
Независимые авторы,mono-polist,luchshii-muzei-rossii,53.87103846234992,50-60,2018-02-01T05:56:30Z,1,0.0,0.0
Апвот 50-50,legin,fotografy-podelilis-svoimi-snimkami-krovavoi-luny,54.861336936448765,50-60,2018-02-01T06:05:45Z,1,0.0009956607507404912,1.7830000000000001
Независимые авторы,niusha,net-zdorovoi-kukhni-bez-zdorovoi-posudy-chast-3,64.04088792924985,60-65,2018-02-01T06:06:18Z,1,0.0,0.0
Независимые авторы,konstantin-g20,kurs-bitkoina-btc-mozhet-obvalitsya-do-80,19.08243241020983,0-25,2018-02-01T06:07:30Z,1,0.0,0.0
Независимые авторы,lemon88,kak-ne-kruti-a-eto-poyushie-trusy,22.608767887210313,0-25,2018-02-01T06:16:03Z,1,0.0,0.0
Vox Populi,vp-painting,mikael-anker-yarkii-predstavitel-datskogo-impressionizma,76.15757508365036,70+,2018-02-01T06:17:09Z,1,0.12275665012592904,219.829
Vox Populi,vp-handmade,gildiya-masterov-osnovnye-priemy-koklyushechnogo-pleteniya-pleteshok-chast-3,76.92668946352434,70+,2018-02-01T06:17:51Z,1,0.0619113358238068,110.869
Независимые авторы,greatpicture,ot-chego-u-poryadochnoi-zhenshiny-lishnii-ves-osteokhondroz-i-bezdenezhe,39.2964090605357,25-20,2018-02-01T06:23:48Z,1,0.0,0.0
Независимые авторы,zhasmin,odno-nebo-s-raznykh-rakursov,64.5076089850825,60-65,2018-02-01T06:24:54Z,1,0.0,0.0
Независимые авторы,tashik,orlovshina,42.37493424905743,25-20,2018-02-01T06:26:21Z,1,0.0,0.0
Независимые авторы,orbitaimpuls,6yg6wf-filosofiya-informacii,43.12563095321048,25-20,2018-02-01T06:26:30Z,1,0.0,0.0
Независимые авторы,truelove,moneta-btc-prodam-5000usd,33.927845909541645,25-20,2018-02-01T06:28:15Z,1,0.0,0.0
Независимые авторы,nefertiti,vermishel-po-flotski,46.08044459545344,25-20,2018-02-01T06:31:42Z,1,0.0,0.0
Независимые авторы,natali89zl,obzor-ico-credits,41.820865037268675,25-20,2018-02-01T06:36:09Z,1,0.0,0.0
Независимые авторы,tatdt,goticheskaya-kapella,62.70007974965414,60-65,2018-02-01T06:36:27Z,1,2.959619730187663e-05,0.053
Апвот 50-50,lar23,neudachniki-i-hronofagi-01-31,50.37873372535307,50-60,2018-02-01T06:45:09Z,1,0.0037268871847683897,6.6739999999999995
Независимые авторы,sergey1981,amusement-park-sochi-park-sochi,22.586176458742877,0-25,2018-02-01T06:53:36Z,1,0.0,0.0
